Rank,Place,State,Census,Estimates Base,2010,2011,latitude,longitude
345,Nashua city,New Hampshire,"86,494","86,494","86,549","86,704",36.120596,-95.985336
346,Plantation city,Florida,"84,955","84,955","85,154","86,524",38.338659,-87.345013
347,Newport Beach city,California,"85,186","85,186","85,397","86,484",19.379985,-99.180601
348,Norwalk city,Connecticut,"85,603","85,603","85,746","86,460",26.039853,-80.295064
349,Chico city,California,"86,187","86,187","86,187","86,290",37.785506,-122.288579
350,Duluth city,Minnesota,"86,265","86,265","86,230","86,277",40.632326,-74.165144
351,San Leandro city,California,"84,950","84,950","85,108","86,071",14.627215,121.045395
352,Greenville city,North Carolina,"84,554","84,562","84,856","86,017",38.319083,-77.496358
353,Sunrise city,Florida,"84,439","84,439","84,636","85,995",27.960633,-82.441897
354,Newton city,Massachusetts,"85,146","85,146","85,276","85,945",33.782108,-118.297551
355,Whittier city,California,"85,331","85,331","85,402","85,943",39.78373,-100.445882
356,Boca Raton city,Florida,"84,392","84,392","84,566","85,329",-33.830278,18.631944
357,Deltona city,Florida,"85,182","85,182","85,191","85,219",14.583335,121.013041
358,San Marcos city,California,"83,781","83,781","84,052","85,022",38.627273,-90.197889
359,Suffolk city,Virginia,"84,585","84,592","84,872","84,930",-34.019995,18.362116
360,Hawthorne city,California,"84,293","84,293","84,364","84,905",14.730827,121.064717
361,Trenton city,New Jersey,"84,913","84,913","85,009","84,899",40.730599,-73.986581
362,League City city,Texas,"83,560","83,560","83,961","84,856",19.363055,-99.247796
363,Asheville city,North Carolina,"83,393","83,393","83,574","84,458",17.814947,-88.311548
364,Citrus Heights city,California,"83,301","83,301","83,498","84,330",41.337302,-75.73297
365,Clifton city,New Jersey,"84,136","84,136","84,201","84,269",36.723483,-76.593562
366,Tracy city,California,"82,922","82,922","83,213","84,266",30.555139,104.04978
367,Cicero town,Illinois,"83,891","83,891","83,979","84,261",7.130837,125.747808
368,Bloomington city,Minnesota,"82,893","82,893","83,013","84,057",19.575758,-99.133289
369,Ogden city,Utah,"82,825","82,825","83,170","83,949",41.940897,-78.555579
370,Alhambra city,California,"83,089","83,089","83,161","83,693",15.791741,120.989145
371,Westland city,Michigan,"84,094","84,094","83,847","83,239",40.070886,-74.84843
372,Sioux City city,Iowa,"82,684","82,695","82,826","82,967",39.78373,-100.445882
373,Edmond city,Oklahoma,"81,405","81,403","81,705","82,963",38.781095,-107.950898
374,Nampa city,Idaho,"81,557","81,565","81,774","82,755",37.779277,-122.41927
375,Warwick city,Rhode Island,"82,672","82,672","82,628","82,361",34.460644,-86.233315
376,Livermore city,California,"80,968","80,968","81,121","82,039",-33.962545,18.639268
377,Hoover city,Alabama,"81,619","81,619","81,704","82,003",38.959105,-94.580993
378,Bellingham city,Washington,"80,885","80,885","81,069","81,862",14.674334,121.10036
379,Buena Park city,California,"80,530","80,524","80,721","81,747",-34.607566,-58.403463
380,Sugar Land city,Texas,"78,817","78,817","79,550","81,700",31.799025,-106.443639
381,Danbury city,Connecticut,"80,893","80,893","81,023","81,671",36.735428,-76.600785
382,Carmel city,Indiana,"79,191","79,191","79,734","81,564",25.18416,121.44694
383,Troy city,Michigan,"80,980","80,980","81,002","81,508",32.964548,-102.829096
384,Bloomington city,Indiana,"80,405","80,407","80,675","81,381",39.78373,-100.445882
385,Longview city,Texas,"80,455","80,455","80,572","81,336",38.894955,-77.036646
386,Champaign city,Illinois,"81,055","81,055","81,168","81,291",39.78373,-100.445882
387,Parma city,Ohio,"81,601","81,601","81,464","80,968",39.78373,-100.445882
388,Hammond city,Indiana,"80,830","80,830","80,851","80,757",19.387383,-99.178516
389,Lakewood city,California,"80,048","80,048","80,117","80,634",19.363939,-99.249048
390,Concord city,North Carolina,"79,066","79,066","79,308","80,597",35.473444,-97.518506
391,O'Fallon city,Missouri,"79,329","79,479","79,755","80,519",35.489485,-97.549931
392,Hemet city,California,"78,657","78,657","79,140","80,467",35.144828,-106.613232
393,Cranston city,Rhode Island,"80,387","80,387","80,404","80,392",39.78373,-100.445882
394,Farmington Hills city,Michigan,"79,740","79,740","79,761","80,258",20.210278,-98.992778
395,Merced city,California,"78,958","78,958","79,257","80,232",14.890102,-90.558705
396,Gary city,Indiana,"80,294","80,294","80,314","80,221",39.78373,-100.445882
397,Mission city,Texas,"77,058","77,061","77,588","79,368",37.785426,-122.289152
398,Menifee city,California,"77,519","77,519","77,998","79,312",50.675786,-120.424031
399,Johns Creek city,Georgia,"76,728","76,727","77,164","79,192",36.59432,-75.887601
400,Edinburg city,Texas,"77,100","76,960","77,458","79,147",19.380696,-99.178926
401,Fishers town,Indiana,"76,794","76,807","77,338","79,127",38.803184,-104.699753
402,Chino city,California,"77,983","77,983","78,227","79,059",36.787371,-76.283551
403,Racine city,Wisconsin,"78,860","78,860","78,898","78,853",37.891713,-88.320043
404,Lake Forest city,California,"77,264","77,264","77,454","78,439",25.184732,121.446608
405,Bend city,Oregon,"76,639","76,639","76,735","77,905",36.120596,-95.985336
406,Napa city,California,"76,915","76,945","77,150","77,867",38.338659,-87.345013
407,Indio city,California,"76,036","76,038","76,504","77,780",19.379985,-99.180601
408,Redwood City city,California,"76,815","76,815","76,936","77,745",26.039853,-80.295064
409,Largo city,Florida,"77,648","77,649","77,622","77,723",37.785506,-122.288579
410,Albany city,Georgia,"77,434","77,434","77,595","77,683",40.632326,-74.165144
411,New Rochelle city,New York,"77,062","77,062","77,156","77,606",14.627215,121.045395
412,Avondale city,Arizona,"76,238","76,238","76,392","77,518",38.319083,-77.496358
413,Bryan city,Texas,"76,201","76,201","76,525","77,321",27.960633,-82.441897
414,Camden city,New Jersey,"77,344","77,344","77,335","77,283",33.782108,-118.297551
415,St. Joseph city,Missouri,"76,780","76,803","76,658","77,185",39.78373,-100.445882
416,Bellflower city,California,"76,616","76,616","76,681","77,170",-33.830278,18.631944
417,Bloomington city,Illinois,"76,610","76,610","76,735","77,071",14.583335,121.013041
418,Lawrence city,Massachusetts,"76,377","76,377","76,514","76,976",38.627273,-90.197889
419,Brooklyn Park city,Minnesota,"75,781","75,781","75,891","76,853",-34.019995,18.362116
420,Meridian city,Idaho,"75,092","75,092","75,308","76,750",14.730827,121.064717
421,Tustin city,California,"75,540","75,540","75,726","76,689",40.730599,-73.986581
422,Somerville city,Massachusetts,"75,754","75,754","75,887","76,519",19.363055,-99.247796
423,Lynchburg city,Virginia,"75,568","75,568","75,716","76,504",17.814947,-88.311548
424,Palm Coast city,Florida,"75,180","75,176","75,430","76,499",41.337302,-75.73297
425,Deerfield Beach city,Florida,"75,018","75,018","75,191","76,389",36.723483,-76.593562
426,Kennewick city,Washington,"73,917","73,917","74,461","76,224",30.555139,104.04978
427,Decatur city,Illinois,"76,122","76,122","76,115","76,096",7.130837,125.747808
428,Melbourne city,Florida,"76,068","76,068","76,131","76,095",19.575758,-99.133289
429,Scranton city,Pennsylvania,"76,089","76,089","76,084","75,995",41.940897,-78.555579
430,Baldwin Park city,California,"75,390","75,390","75,453","75,940",15.791741,120.989145
431,Chino Hills city,California,"74,799","74,799","75,053","75,928",40.070886,-74.84843
432,Medford city,Oregon,"74,907","74,907","74,998","75,501",39.78373,-100.445882
433,Arlington Heights village,Illinois,"75,101","75,101","75,178","75,428",38.781095,-107.950898
434,Bethlehem city,Pennsylvania,"74,982","74,982","75,068","75,266",37.779277,-122.41927
435,Mountain View city,California,"74,066","74,066","74,262","75,235",34.460644,-86.233315
436,Fayetteville city,Arkansas,"73,580","73,580","73,921","75,102",-33.962545,18.639268
437,Upland city,California,"73,732","73,732","73,982","74,837",38.959105,-94.580993
438,Evanston city,Illinois,"74,486","74,486","74,556","74,785",14.674334,121.10036
439,Alameda city,California,"73,812","73,812","73,948","74,774",-34.607566,-58.403463
440,St. George city,Utah,"72,897","72,897","73,107","74,770",31.799025,-106.443639
441,Kalamazoo city,Michigan,"74,262","74,262","74,352","74,743",36.735428,-76.600785
442,Schaumburg village,Illinois,"74,227","74,227","74,305","74,550",25.18416,121.44694
443,Bolingbrook village,Illinois,"73,366","73,366","73,506","73,802",32.964548,-102.829096
444,San Ramon city,California,"72,148","72,148","72,397","73,333",39.78373,-100.445882
445,Baytown city,Texas,"71,802","71,802","72,108","73,322",38.894955,-77.036646
446,New Britain city,Connecticut,"73,206","73,206","73,215","73,261",39.78373,-100.445882
447,Appleton city,Wisconsin,"72,623","72,623","72,768","73,243",39.78373,-100.445882
448,Folsom city,California,"72,203","72,203","72,346","73,001",19.387383,-99.178516
449,Canton city,Ohio,"73,007","73,014","72,978","72,919",19.363939,-99.249048
450,Wyoming city,Michigan,"72,125","72,125","72,175","72,833",35.473444,-97.518506
451,Pharr city,Texas,"70,400","70,400","70,883","72,513",35.489485,-97.549931
452,Lake Charles city,Louisiana,"71,993","71,993","72,177","72,475",35.144828,-106.613232
453,Southfield city,Michigan,"71,739","71,739","71,758","72,201",39.78373,-100.445882
454,Gastonia city,North Carolina,"71,741","71,741","71,780","72,068",20.210278,-98.992778
455,Plymouth city,Minnesota,"70,576","70,576","70,678","71,561",14.890102,-90.558705
456,Auburn city,Washington,"70,180","70,180","70,376","71,517",39.78373,-100.445882
457,Rochester Hills city,Michigan,"70,995","70,995","71,013","71,452",37.785426,-122.289152
458,Springdale city,Arkansas,"69,797","69,792","70,157","71,397",50.675786,-120.424031
459,Wilmington city,Delaware,"70,851","70,852","70,920","71,305",36.59432,-75.887601
460,Pleasanton city,California,"70,285","70,285","70,418","71,215",19.380696,-99.178926
461,Pawtucket city,Rhode Island,"71,148","71,148","71,163","71,153",38.803184,-104.699753
462,Waukesha city,Wisconsin,"70,718","70,718","70,740","70,867",36.787371,-76.283551
463,Jacksonville city,North Carolina,"70,145","70,145","70,719","70,801",37.891713,-88.320043
464,Union City city,California,"69,516","69,516","69,645","70,436",25.184732,121.446608
465,Lynwood city,California,"69,772","69,772","69,825","70,257",36.120596,-95.985336
466,Apple Valley town,California,"69,135","69,135","69,369","70,172",38.338659,-87.345013
467,Muncie city,Indiana,"70,085","70,085","70,091","70,080",19.379985,-99.180601
468,Perris city,California,"68,386","68,386","68,808","69,967",26.039853,-80.295064
469,Passaic city,New Jersey,"69,781","69,781","69,835","69,893",37.785506,-122.288579
470,Missouri City city,Texas,"67,358","67,358","67,964","69,774",40.632326,-74.165144
471,Redlands city,California,"68,747","68,749","68,975","69,752",14.627215,121.045395
472,Mount Pleasant town,South Carolina,"67,843","67,874","68,097","69,357",38.319083,-77.496358
473,Gulfport city,Mississippi,"67,793","67,793","68,060","69,220",27.960633,-82.441897
474,Rapid City city,South Dakota,"67,956","67,956","68,236","69,200",33.782108,-118.297551
475,Turlock city,California,"68,549","68,549","68,677","69,089",39.78373,-100.445882
476,Boynton Beach city,Florida,"68,217","68,217","68,361","68,996",-33.830278,18.631944
477,Iowa City city,Iowa,"67,862","67,873","68,051","68,947",14.583335,121.013041
478,Palatine village,Illinois,"68,557","68,557","68,628","68,858",38.627273,-90.197889
479,Waterloo city,Iowa,"68,406","68,406","68,462","68,653",-34.019995,18.362116
480,Santa Fe city,New Mexico,"67,947","67,943","68,098","68,642",14.730827,121.064717
481,Jonesboro city,Arkansas,"67,263","67,261","67,442","68,547",40.730599,-73.986581
482,Warner Robins city,Georgia,"66,588","66,588","67,013","68,500",19.363055,-99.247796
483,Layton city,Utah,"67,311","67,311","67,604","68,495",17.814947,-88.311548
484,Manteca city,California,"67,096","67,171","67,404","68,254",41.337302,-75.73297
485,Loveland city,Colorado,"66,859","66,859","67,070","68,203",36.723483,-76.593562
486,Lauderhill city,Florida,"66,887","66,887","67,042","68,117",30.555139,104.04978
487,Lafayette city,Indiana,"67,140","67,140","67,190","67,947",7.130837,125.747808
488,Milpitas city,California,"66,790","66,790","66,958","67,804",19.575758,-99.133289
489,Mount Vernon city,New York,"67,292","67,290","67,374","67,780",41.940897,-78.555579
490,Rock Hill city,South Carolina,"66,154","66,158","66,410","67,423",15.791741,120.989145
491,Missoula city,Montana,"66,788","66,788","66,873","67,290",40.070886,-74.84843
492,Redondo Beach city,California,"66,748","66,748","66,804","67,233",39.78373,-100.445882
493,Temple city,Texas,"66,102","66,130","66,691","67,188",38.781095,-107.950898
494,Union City city,New Jersey,"66,455","66,455","66,529","67,187",37.779277,-122.41927
495,Flower Mound town,Texas,"64,669","64,671","65,117","67,019",34.460644,-86.233315
496,Kenner city,Louisiana,"66,702","66,702","66,701","66,715",-33.962545,18.639268
497,Eau Claire city,Wisconsin,"65,883","65,888","65,978","66,623",38.959105,-94.580993
498,St. Charles city,Missouri,"65,794","65,794","66,008","66,598",14.674334,121.10036
499,Youngstown city,Ohio,"66,982","66,982","66,846","66,571",-34.607566,-58.403463
500,Weston city,Florida,"65,333","65,333","65,485","66,544",31.799025,-106.443639
501,Portland city,Maine,"66,194","66,194","66,125","66,363",36.735428,-76.600785
502,Oshkosh city,Wisconsin,"66,083","66,083","66,119","66,344",25.18416,121.44694
503,Goodyear city,Arizona,"65,275","65,275","65,391","66,309",32.964548,-102.829096
504,Schenectady city,New York,"66,135","66,135","66,221","66,273",39.78373,-100.445882
505.5,St. Cloud city,Minnesota,"65,842","65,842","65,902","66,169",38.894955,-77.036646
505.5,Frederick city,Maryland,"65,239","65,239","65,463","66,169",39.78373,-100.445882
507,Harlingen city,Texas,"64,849","64,869","65,140","66,122",39.78373,-100.445882
508,Davis city,California,"65,622","65,622","65,705","66,016",19.387383,-99.178516
509,Dothan city,Alabama,"65,496","65,496","65,637","66,010",19.363939,-99.249048
510,Flagstaff city,Arizona,"65,870","65,870","65,956","65,914",35.473444,-97.518506
511,Camarillo city,California,"65,201","65,222","65,392","65,895",35.489485,-97.549931
512,Rancho Cordova city,California,"64,776","64,805","64,960","65,606",35.144828,-106.613232
513,Palo Alto city,California,"64,403","64,403","64,571","65,412",39.78373,-100.445882
514,Yorba Linda city,California,"64,234","64,234","64,392","65,215",20.210278,-98.992778
515,Walnut Creek city,California,"64,173","64,173","64,390","65,211",14.890102,-90.558705
516,Jackson city,Tennessee,"65,211","65,211","65,227","65,187",39.78373,-100.445882
517,Skokie village,Illinois,"64,784","64,784","64,852","65,066",37.785426,-122.289152
518,Yuba City city,California,"64,925","64,925","65,009","65,050",50.675786,-120.424031
519,North Richland Hills city,Texas,"63,343","63,343","63,617","64,780",36.59432,-75.887601
520,Eagan city,Minnesota,"64,206","64,206","64,303","64,765",19.380696,-99.178926
521,San Clemente city,California,"63,522","63,522","63,679","64,491",38.803184,-104.699753
522,South San Francisco city,California,"63,632","63,632","63,735","64,409",36.787371,-76.283551
523,East Orange city,New Jersey,"64,270","64,270","64,281","64,365",37.891713,-88.320043
524,Franklin city,Tennessee,"62,487","62,494","62,798","64,317",25.184732,121.446608
525,Pittsburg city,California,"63,264","63,260","63,476","64,294",36.120596,-95.985336
526,Lorain city,Ohio,"64,097","64,097","64,135","64,152",38.338659,-87.345013
527,Laguna Niguel city,California,"62,979","62,979","63,136","63,940",19.379985,-99.180601
528,Johnson City city,Tennessee,"63,152","63,150","63,333","63,815",26.039853,-80.295064
529,Bayonne city,New Jersey,"63,024","63,024","63,096","63,722",37.785506,-122.288579
530,Fort Myers city,Florida,"62,298","62,296","62,460","63,512",40.632326,-74.165144
531,Janesville city,Wisconsin,"63,575","63,575","63,558","63,479",14.627215,121.045395
532,Pico Rivera city,California,"62,942","62,942","62,995","63,400",38.319083,-77.496358
533,Shawnee city,Kansas,"62,209","62,209","62,389","63,219",27.960633,-82.441897
534,Pasco city,Washington,"59,781","59,781","60,600","63,186",33.782108,-118.297551
535,Lodi city,California,"62,134","62,134","62,350","63,133",39.78373,-100.445882
536,Victoria city,Texas,"62,592","62,592","62,629","63,131",-33.830278,18.631944
537,Montebello city,California,"62,500","62,500","62,554","62,954",14.583335,121.013041
538,North Little Rock city,Arkansas,"62,304","62,304","62,441","62,886",38.627273,-90.197889
539,Hamilton city,Ohio,"62,477","62,477","62,596","62,795",-34.019995,18.362116
540,Woodbury city,Minnesota,"61,961","61,961","62,184","62,787",14.730827,121.064717
541,Bossier City city,Louisiana,"61,315","61,315","61,608","62,745",40.730599,-73.986581
542,Bismarck city,North Dakota,"61,272","61,274","61,575","62,665",19.363055,-99.247796
543,Taylor city,Michigan,"63,131","63,131","62,944","62,489",17.814947,-88.311548
544,Council Bluffs city,Iowa,"62,230","62,228","62,377","62,466",41.337302,-75.73297
545,Maple Grove city,Minnesota,"61,567","61,567","61,657","62,440",36.723483,-76.593562
546,Rockville city,Maryland,"61,209","61,209","61,439","62,334",30.555139,104.04978
547,Madera city,California,"61,416","61,416","61,650","62,219",7.130837,125.747808
548,Utica city,New York,"62,235","62,235","62,233","62,110",19.575758,-99.133289
549,Homestead city,Florida,"60,512","60,512","60,673","61,940",41.940897,-78.555579
550,Coon Rapids city,Minnesota,"61,476","61,476","61,593","61,904",15.791741,120.989145
551,Eden Prairie city,Minnesota,"60,797","60,797","60,885","61,657",40.070886,-74.84843
552,Tamarac city,Florida,"60,427","60,427","60,567","61,542",39.78373,-100.445882
553,Haverhill city,Massachusetts,"60,879","60,879","60,987","61,351",38.781095,-107.950898
554,Kissimmee city,Florida,"59,682","59,682","59,917","61,346",37.779277,-122.41927
555,Delray Beach city,Florida,"60,522","60,522","60,650","61,209",34.460644,-86.233315
556,Waltham city,Massachusetts,"60,632","60,632","60,717","61,181",-33.962545,18.639268
557,La Habra city,California,"60,239","60,245","60,395","61,164",38.959105,-94.580993
558,Gaithersburg city,Maryland,"59,933","59,933","60,160","61,045",14.674334,121.10036
559,Daytona Beach city,Florida,"61,005","61,005","61,011","61,028",-34.607566,-58.403463
560,Terre Haute city,Indiana,"60,785","60,785","60,807","60,961",31.799025,-106.443639
561,Vineland city,New Jersey,"60,724","60,724","60,810","60,952",36.735428,-76.600785
562,Burnsville city,Minnesota,"60,306","60,306","60,398","60,828",25.18416,121.44694
563,Marysville city,Washington,"60,020","60,020","60,191","60,785",32.964548,-102.829096
564,Meriden city,Connecticut,"60,868","60,868","60,866","60,770",39.78373,-100.445882
565,West Allis city,Wisconsin,"60,411","60,411","60,464","60,714",38.894955,-77.036646
566,Monterey Park city,California,"60,269","60,269","60,320","60,707",39.78373,-100.445882
567,Bristol city,Connecticut,"60,477","60,477","60,484","60,525",39.78373,-100.445882
568,Conway city,Arkansas,"58,908","58,908","59,304","60,470",19.387383,-99.178516
569,Encinitas city,California,"59,518","59,518","59,711","60,400",19.363939,-99.249048
570,Greenville city,South Carolina,"58,409","59,139","59,390","60,379",35.473444,-97.518506
571,Santa Cruz city,California,"59,946","59,948","60,049","60,342",35.489485,-97.549931
572,Springfield city,Ohio,"60,608","60,608","60,554","60,333",35.144828,-106.613232
573,Tulare city,California,"59,278","59,333","59,513","60,289",39.78373,-100.445882
574,North Miami city,Florida,"58,786","58,786","58,939","60,143",20.210278,-98.992778
575,Cheyenne city,Wyoming,"59,466","59,483","59,739","60,096",14.890102,-90.558705
576,Malden city,Massachusetts,"59,450","59,450","59,563","60,071",39.78373,-100.445882
577,Lancaster city,Pennsylvania,"59,322","59,322","59,693","60,058",37.785426,-122.289152
578,Pontiac city,Michigan,"59,515","59,515","59,531","59,887",50.675786,-120.424031
579,St. Clair Shores city,Michigan,"59,715","59,715","59,713","59,798",36.59432,-75.887601
580,Taylorsville city,Utah,"58,652","58,652","58,858","59,767",19.380696,-99.178926
581,Springfield city,Oregon,"59,403","59,403","59,431","59,695",38.803184,-104.699753
582,New Braunfels city,Texas,"57,740","57,742","58,226","59,590",36.787371,-76.283551
583,Alpharetta city,Georgia,"57,551","57,551","57,877","59,397",37.891713,-88.320043
584,National City city,California,"58,582","58,578","58,750","59,369",25.184732,121.446608
585,Gardena city,California,"58,829","58,829","58,878","59,253",36.120596,-95.985336
586,Cupertino city,California,"58,302","58,302","58,455","59,220",38.338659,-87.345013
587,Ames city,Iowa,"58,965","58,965","58,981","59,042",19.379985,-99.180601
588,Conroe city,Texas,"56,207","57,038","57,466","58,973",26.039853,-80.295064
589,Great Falls city,Montana,"58,505","58,579","58,711","58,950",37.785506,-122.288579
590,Bowling Green city,Kentucky,"58,067","58,062","58,242","58,894",40.632326,-74.165144
591,Lakewood city,Washington,"58,163","58,163","58,173","58,839",14.627215,121.045395
592,Grand Junction city,Colorado,"58,566","58,564","58,402","58,704",38.319083,-77.496358
593,Des Plaines city,Illinois,"58,364","58,364","58,425","58,617",27.960633,-82.441897
594,Huntington Park city,California,"58,114","58,114","58,165","58,536",33.782108,-118.297551
595,Petaluma city,California,"57,941","57,941","58,041","58,453",39.78373,-100.445882
596,Rocklin city,California,"56,974","56,904","57,197","58,324",-33.830278,18.631944
597,San Rafael city,California,"57,713","57,713","57,800","58,313",14.583335,121.013041
598,Dubuque city,Iowa,"57,637","57,637","57,778","58,234",38.627273,-90.197889
599,Chapel Hill town,North Carolina,"57,233","57,233","57,389","58,011",-34.019995,18.362116
600,West Des Moines city,Iowa,"56,609","56,609","56,875","57,909",14.730827,121.064717
601,La Mesa city,California,"57,065","57,065","57,251","57,907",40.730599,-73.986581
602,North Port city,Florida,"57,357","57,357","57,448","57,780",19.363055,-99.247796
603,Idaho Falls city,Idaho,"56,813","56,813","57,022","57,646",17.814947,-88.311548
604,Mansfield city,Texas,"56,368","56,368","56,611","57,627",41.337302,-75.73297
605,Royal Oak city,Michigan,"57,236","57,236","57,251","57,607",36.723483,-76.593562
606,Owensboro city,Kentucky,"57,265","57,267","57,323","57,605",30.555139,104.04978
607,Blaine city,Minnesota,"57,186","57,186","57,295","57,584",7.130837,125.747808
608,Rogers city,Arkansas,"55,964","55,964","56,365","57,539",19.575758,-99.133289
609,Rowlett city,Texas,"56,199","56,199","56,406","57,463",41.940897,-78.555579
610,Rocky Mount city,North Carolina,"57,477","57,475","57,482","57,433",15.791741,120.989145
611,Marietta city,Georgia,"56,579","56,593","56,727","57,357",40.070886,-74.84843
612,Broomfield city,Colorado,"55,889","55,889","56,113","57,352",39.78373,-100.445882
613,White Plains city,New York,"56,853","56,853","56,923","57,258",38.781095,-107.950898
614,Dearborn Heights city,Michigan,"57,774","57,774","57,605","57,186",37.779277,-122.41927
615,Wellington village,Florida,"56,508","56,508","56,629","57,163",34.460644,-86.233315
616,Orland Park village,Illinois,"56,767","56,767","56,826","57,016",-33.962545,18.639268
617,Tinley Park village,Illinois,"56,703","56,703","56,769","56,965",38.959105,-94.580993
618,Oak Lawn village,Illinois,"56,690","56,690","56,748","56,937",14.674334,121.10036
619,Berwyn city,Illinois,"56,657","56,657","56,718","56,906",-34.607566,-58.403463
620,Arcadia city,California,"56,364","56,364","56,411","56,769",31.799025,-106.443639
621,Medford city,Massachusetts,"56,173","56,173","56,272","56,738",36.735428,-76.600785
622,Port Orange city,Florida,"56,048","56,505","56,512","56,529",25.18416,121.44694
623,Ocala city,Florida,"56,315","56,315","56,333","56,517",32.964548,-102.829096
624,Lakeville city,Minnesota,"55,954","55,954","56,041","56,443",39.78373,-100.445882
625,Kettering city,Ohio,"56,163","56,163","56,233","56,427",38.894955,-77.036646
626,Moore city,Oklahoma,"55,081","55,081","55,342","56,315",39.78373,-100.445882
627,Fountain Valley city,California,"55,313","55,313","55,448","56,153",39.78373,-100.445882
628,Valdosta city,Georgia,"54,518","54,763","54,978","56,019",19.387383,-99.178516
629,Casper city,Wyoming,"55,316","55,316","55,333","55,988",19.363939,-99.249048
630,Anderson city,Indiana,"56,129","56,129","56,136","55,957",35.473444,-97.518506
631,Diamond Bar city,California,"55,544","55,544","55,593","55,951",35.489485,-97.549931
632,Taunton city,Massachusetts,"55,874","55,874","55,899","55,940",35.144828,-106.613232
633,Jupiter town,Florida,"55,156","55,276","55,394","55,911",39.78373,-100.445882
634,Decatur city,Alabama,"55,683","55,683","55,738","55,902",20.210278,-98.992778
635,Woodland city,California,"55,468","55,468","55,539","55,806",14.890102,-90.558705
636,Novi city,Michigan,"55,224","55,224","55,238","55,583",39.78373,-100.445882
637,West Haven city,Connecticut,"55,564","55,564","55,561","55,477",37.785426,-122.289152
638,New Brunswick city,New Jersey,"55,181","55,181","55,234","55,444",50.675786,-120.424031
639,Carson City,Nevada,"55,274","55,274","55,212","55,439",36.59432,-75.887601
640,Midwest City city,Oklahoma,"54,371","54,371","54,576","55,427",19.380696,-99.178926
641,Chicopee city,Massachusetts,"55,298","55,298","55,325","55,333",38.803184,-104.699753
642,Bowie city,Maryland,"54,727","54,727","54,842","55,232",36.787371,-76.283551
643,Redmond city,Washington,"54,144","54,144","54,313","55,228",37.891713,-88.320043
644,Bartlett city,Tennessee,"54,613","54,613","54,689","55,055",25.184732,121.446608
645,Porterville city,California,"54,165","54,165","54,326","55,023",36.120596,-95.985336
646,Eastvale city,California,(X),"53,683","54,014","54,930",38.338659,-87.345013
647,Pocatello city,Idaho,"54,255","54,255","54,373","54,810",19.379985,-99.180601
648,Corvallis city,Oregon,"54,462","54,461","54,428","54,674",26.039853,-80.295064
649,Elyria city,Ohio,"54,533","54,533","54,564","54,581",37.785506,-122.288579
650,Auburn city,Alabama,"53,380","53,391","53,587","54,566",40.632326,-74.165144
651,Paramount city,California,"54,098","54,098","54,146","54,492",14.627215,121.045395
652,Mount Prospect village,Illinois,"54,167","54,167","54,224","54,403",38.319083,-77.496358
653,Hanford city,California,"53,967","53,967","54,050","54,284",27.960633,-82.441897
654,Margate city,Florida,"53,284","53,284","53,407","54,270",33.782108,-118.297551
655,Santee city,California,"53,413","53,413","53,584","54,197",39.78373,-100.445882
656,Rosemead city,California,"53,764","53,764","53,811","54,154",-33.830278,18.631944
657,Weymouth Town city,Massachusetts,"53,743","53,743","53,846","54,116",14.583335,121.013041
658,Hempstead village,New York,"53,891","53,891","53,952","54,088",38.627273,-90.197889
659,Shoreline city,Washington,"53,007","53,007","53,167","54,044",-34.019995,18.362116
660,Port Arthur city,Texas,"53,818","53,818","53,840","53,937",14.730827,121.064717
661,Sanford city,Florida,"53,570","53,633","53,695","53,926",40.730599,-73.986581
662,Coconut Creek city,Florida,"52,909","52,936","53,061","53,915",19.363055,-99.247796
663,Highland city,California,"53,104","53,104","53,286","53,903",17.814947,-88.311548
664,Delano city,California,"53,041","53,041","53,402","53,819",41.337302,-75.73297
665,Manhattan city,Kansas,"52,281","52,281","52,551","53,678",36.723483,-76.593562
666,Noblesville city,Indiana,"51,969","51,968","52,321","53,515",30.555139,104.04978
667,Lake Elsinore city,California,"51,821","52,214","52,533","53,417",7.130837,125.747808
668,St. Peters city,Missouri,"52,575","52,575","52,758","53,264",19.575758,-99.133289
669,Wheaton city,Illinois,"52,894","52,894","52,951","53,238",41.940897,-78.555579
670,Colton city,California,"52,154","52,155","52,331","52,940",15.791741,120.989145
671,Lake Havasu City city,Arizona,"52,527","52,532","52,575","52,935",40.070886,-74.84843
672,Normal town,Illinois,"52,497","52,497","52,570","52,772",39.78373,-100.445882
673,Blue Springs city,Missouri,"52,575","52,575","52,637","52,749",38.781095,-107.950898
674,Grand Forks city,North Dakota,"52,838","52,838","52,903","52,631",37.779277,-122.41927
675,Revere city,Massachusetts,"51,755","51,755","51,832","52,459",34.460644,-86.233315
676,Novato city,California,"51,904","51,904","51,983","52,456",-33.962545,18.639268
677,Euless city,Texas,"51,277","51,277","51,502","52,443",38.959105,-94.580993
678,Cathedral City city,California,"51,200","51,200","51,515","52,381",14.674334,121.10036
679,Hendersonville city,Tennessee,"51,372","51,372","51,589","52,349",-34.607566,-58.403463
680,Sarasota city,Florida,"51,917","51,983","52,060","52,341",31.799025,-106.443639
681,Brentwood city,California,"51,481","51,481","51,657","52,326",36.735428,-76.600785
682,Pensacola city,Florida,"51,923","51,923","51,986","52,197",25.18416,121.44694
683,Florissant city,Missouri,"52,158","52,158","52,149","52,145",32.964548,-102.829096
684,Yucaipa city,California,"51,367","51,371","51,546","52,139",39.78373,-100.445882
